Date,Price,Open,High,Low,Vol.,Change %
"Aug 17, 2017","27,270.00","27,384.00","27,594.00","27,233.00",134.96K,-0.43%
"Aug 16, 2017","27,387.00","27,130.00","27,397.00","27,023.00",114.59K,0.96%
"Aug 15, 2017","27,127.00","27,184.00","27,375.00","27,097.00",126.11K,-0.18%
"Aug 14, 2017","27,175.00","26,848.00","27,234.00","26,805.00",120.06K,1.24%
"Aug 11, 2017","26,842.00","27,377.00","27,409.00","26,834.00",163.79K,-1.98%
"Aug 10, 2017","27,383.00","27,688.00","27,766.00","27,214.00",160.24K,-1.09%
"Aug 09, 2017","27,685.00","27,791.00","27,880.00","27,550.00",103.13K,-0.39%
"Aug 08, 2017","27,793.00","27,613.00","27,808.00","27,550.00",87.98K,0.65%
"Aug 07, 2017","27,613.00","27,541.00","27,720.00","27,482.00",69.45K,0.28%
"Aug 04, 2017","27,535.00","27,500.00","27,580.00","27,464.00",75.87K,0.13%
"Aug 03, 2017","27,499.00","27,550.00","27,594.00","27,363.00",106.08K,-0.19%
"Aug 02, 2017","27,550.00","27,526.00","27,655.00","27,483.00",117.23K,0.13%
"Aug 01, 2017","27,515.00","27,234.00","27,525.00","27,189.00",105.18K,1.05%
"Jul 31, 2017","27,228.00","26,943.00","27,241.00","26,902.00",87.19K,0.89%
"Jul 28, 2017","26,988.00","27,119.00","27,140.00","26,959.00",17.12K,-0.51%
"Jul 27, 2017","27,127.00","26,922.00","27,165.00","26,913.00",105.67K,0.78%
"Jul 26, 2017","26,918.00","26,888.00","26,995.00","26,802.00",156.95K,0.14%
"Jul 25, 2017","26,881.00","26,875.00","26,888.00","26,811.00",128.97K,0.01%
"Jul 24, 2017","26,878.00","26,775.00","26,904.00","26,661.00",109.18K,0.39%
"Jul 21, 2017","26,774.00","26,745.00","26,783.00","26,672.00",88.08K,0.10%
"Jul 20, 2017","26,747.00","26,673.00","26,780.00","26,658.00",82.75K,0.27%
"Jul 19, 2017","26,674.00","26,561.00","26,708.00","26,464.00",95.26K,0.42%
"Jul 18, 2017","26,563.00","26,486.00","26,563.00","26,415.00",88.79K,0.24%
"Jul 17, 2017","26,500.00","26,388.00","26,643.00","26,373.00",111.14K,0.42%
"Jul 14, 2017","26,390.00","26,389.00","26,434.00","26,316.00",75.61K,0.01%
"Jul 13, 2017","26,387.00","26,091.00","26,398.00","26,076.00",105.00K,1.11%
"Jul 12, 2017","26,097.00","25,974.00","26,174.00","25,876.00",109.15K,0.49%
"Jul 11, 2017","25,970.00","25,518.00","25,970.00","25,459.00",112.04K,1.78%
"Jul 10, 2017","25,517.00","25,324.00","25,606.00","25,277.00",95.09K,0.74%
"Jul 07, 2017","25,330.00","25,476.00","25,476.00","25,261.00",87.98K,-0.63%
"Jul 06, 2017","25,491.00","25,460.00","25,593.00","25,394.00",103.11K,0.11%
"Jul 05, 2017","25,463.00","25,311.00","25,485.00","25,110.00",121.96K,0.60%
"Jul 04, 2017","25,311.00","25,676.00","25,768.00","25,136.00",137.44K,-1.45%
"Jul 03, 2017","25,683.00","25,587.00","25,725.00","25,506.00",78.11K,0.38%
"Jun 30, 2017","25,585.00","25,802.00","25,813.00","25,446.00",114.81K,-1.24%
"Jun 29, 2017","25,906.00","25,650.00","25,914.00","25,641.00",19.35K,1.06%
"Jun 28, 2017","25,635.00","25,795.00","25,816.00","25,569.00",125.72K,-0.55%
"Jun 27, 2017","25,777.00","25,819.00","25,895.00","25,734.00",175.78K,-0.14%
"Jun 26, 2017","25,812.00","25,637.00","25,841.00","25,582.00",138.72K,0.68%
"Jun 23, 2017","25,637.00","25,676.00","25,745.00","25,593.00",97.18K,-0.14%
"Jun 22, 2017","25,673.00","25,504.00","25,816.00","25,501.00",125.08K,0.69%
"Jun 21, 2017","25,498.00","25,712.00","25,734.00","25,409.00",128.67K,-0.83%
"Jun 20, 2017","25,711.00","25,782.00","25,874.00","25,690.00",89.45K,-0.27%
"Jun 19, 2017","25,780.00","25,501.00","25,797.00","25,438.00",87.39K,1.11%
"Jun 16, 2017","25,498.00","25,433.00","25,568.00","25,345.00",88.19K,0.23%
"Jun 15, 2017","25,440.00","25,746.00","25,764.00","25,403.00",98.62K,-1.17%
"Jun 14, 2017","25,740.00","25,723.00","25,784.00","25,558.00",92.25K,0.07%
"Jun 13, 2017","25,723.00","25,588.00","25,765.00","25,577.00",71.27K,0.54%
"Jun 12, 2017","25,586.00","25,899.00","25,960.00","25,553.00",99.27K,-1.20%
"Jun 09, 2017","25,896.00","25,893.00","25,952.00","25,796.00",92.80K,0.00%
"Jun 08, 2017","25,895.00","25,787.00","25,917.00","25,737.00",75.68K,0.41%
"Jun 07, 2017","25,788.00","25,825.00","25,877.00","25,733.00",73.79K,-0.16%
"Jun 06, 2017","25,829.00","25,666.00","25,839.00","25,626.00",76.81K,0.64%
"Jun 05, 2017","25,665.00","25,719.00","25,790.00","25,636.00",75.22K,-0.19%
"Jun 02, 2017","25,713.00","25,599.00","25,780.00","25,568.00",84.10K,0.44%
"Jun 01, 2017","25,601.00","25,478.00","25,608.00","25,400.00",100.46K,0.47%
"May 31, 2017","25,481.00","25,516.00","25,623.00","25,460.00",79.42K,-0.79%
"May 29, 2017","25,685.00","25,620.00","25,699.00","25,576.00",17.89K,0.23%
"May 26, 2017","25,625.00","25,644.00","25,723.00","25,585.00",105.61K,-0.03%
"May 25, 2017","25,632.00","25,416.00","25,666.00","25,402.00",172.67K,0.83%
"May 24, 2017","25,420.00","25,392.00","25,422.00","25,303.00",135.49K,0.07%
"May 23, 2017","25,402.00","25,354.00","25,445.00","25,299.00",112.04K,0.24%
"May 22, 2017","25,341.00","25,202.00","25,422.00","25,194.00",103.76K,0.61%
"May 19, 2017","25,187.00","25,138.00","25,244.00","25,028.00",99.14K,0.12%
"May 18, 2017","25,157.00","25,304.00","25,353.00","25,043.00",116.55K,-0.59%
"May 17, 2017","25,306.00","25,300.00","25,373.00","25,200.00",91.49K,0.02%
"May 16, 2017","25,301.00","25,253.00","25,378.00","25,206.00",94.76K,0.17%
"May 15, 2017","25,257.00","25,053.00","25,323.00","25,033.00",104.05K,0.77%
"May 12, 2017","25,063.00","25,068.00","25,097.00","24,918.00",93.94K,-0.02%
"May 11, 2017","25,068.00","24,921.00","25,101.00","24,913.00",107.16K,0.59%
"May 10, 2017","24,921.00","24,760.00","25,068.00","24,748.00",125.56K,0.72%
"May 09, 2017","24,744.00","24,440.00","24,797.00","24,407.00",117.36K,1.20%
"May 08, 2017","24,451.00","24,355.00","24,502.00","24,318.00",96.93K,0.39%
"May 05, 2017","24,355.00","24,584.00","24,596.00","24,220.00",110.36K,-0.87%
"May 04, 2017","24,568.00","24,566.00","24,611.00","24,436.00",86.89K,-0.03%
"May 03, 2017","24,576.00","24,576.00","24,576.00","24,576.00",-,0.07%
"May 02, 2017","24,559.00","24,561.00","24,695.00","24,461.00",84.37K,-0.01%
"Apr 28, 2017","24,561.00","24,547.00","24,609.00","24,480.00",79.35K,-0.21%
"Apr 27, 2017","24,613.00","24,574.00","24,652.00","24,481.00",19.63K,0.17%
"Apr 26, 2017","24,571.00","24,475.00","24,646.00","24,458.00",117.53K,0.38%
"Apr 25, 2017","24,477.00","24,197.00","24,490.00","24,196.00",191.70K,1.18%
"Apr 24, 2017","24,192.00","24,011.00","24,210.00","23,935.00",162.38K,0.68%
"Apr 21, 2017","24,028.00","24,065.00","24,216.00","23,977.00",105.57K,-0.14%
"Apr 20, 2017","24,061.00","23,831.00","24,075.00","23,754.00",112.75K,0.98%
"Apr 19, 2017","23,827.00","23,839.00","23,894.00","23,706.00",109.82K,-0.07%
"Apr 18, 2017","23,843.00","24,243.00","24,314.00","23,831.00",112.90K,-1.65%
"Apr 13, 2017","24,242.00","24,299.00","24,379.00","24,097.00",110.45K,-0.23%
"Apr 12, 2017","24,297.00","24,077.00","24,313.00","23,973.00",108.12K,0.91%
"Apr 11, 2017","24,079.00","24,266.00","24,306.00","24,000.00",116.18K,-0.82%
"Apr 10, 2017","24,277.00","24,270.00","24,371.00","24,215.00",81.64K,0.06%
"Apr 07, 2017","24,263.00","24,295.00","24,355.00","23,953.00",140.79K,-0.11%
"Apr 06, 2017","24,289.00","24,415.00","24,483.00","24,185.00",107.06K,-0.45%
"Apr 05, 2017","24,399.00","24,247.00","24,419.00","24,143.00",113.90K,0.64%
"Apr 03, 2017","24,243.00","24,131.00","24,271.00","24,127.00",60.95K,0.46%
"Mar 31, 2017","24,131.00","24,303.00","24,355.00","24,094.00",104.44K,-0.69%
"Mar 30, 2017","24,298.00","24,380.00","24,444.00","24,257.00",15.89K,-0.39%
"Mar 29, 2017","24,393.00","24,352.00","24,505.00","24,336.00",100.70K,0.16%
"Mar 28, 2017","24,355.00","24,241.00","24,400.00","24,196.00",145.37K,0.41%
"Mar 27, 2017","24,255.00","24,384.00","24,454.00","24,148.00",162.14K,-0.51%
"Mar 24, 2017","24,379.00","24,343.00","24,449.00","24,281.00",103.73K,0.12%
"Mar 23, 2017","24,350.00","24,308.00","24,465.00","24,250.00",105.06K,0.20%
"Mar 22, 2017","24,302.00","24,609.00","24,688.00","24,227.00",117.77K,-1.25%
"Mar 21, 2017","24,610.00","24,540.00","24,678.00","24,481.00",96.92K,0.27%
"Mar 20, 2017","24,543.00","24,308.00","24,549.00","24,277.00",86.24K,1.00%
"Mar 17, 2017","24,299.00","24,326.00","24,445.00","24,257.00",102.51K,-0.13%
"Mar 16, 2017","24,330.00","23,784.00","24,349.00","23,771.00",115.38K,2.32%
"Mar 15, 2017","23,779.00","23,787.00","23,833.00","23,619.00",86.84K,-0.02%
"Mar 14, 2017","23,783.00","23,812.00","23,905.00","23,751.00",73.83K,-0.08%
"Mar 13, 2017","23,802.00","23,564.00","23,850.00","23,544.00",102.33K,1.04%
"Mar 10, 2017","23,556.00","23,505.00","23,590.00","23,385.00",91.97K,0.24%
"Mar 09, 2017","23,499.00","23,793.00","23,803.00","23,430.00",97.46K,-1.17%
"Mar 08, 2017","23,777.00","23,664.00","23,799.00","23,534.00",93.07K,0.45%
"Mar 07, 2017","23,670.00","23,588.00","23,712.00","23,551.00",74.40K,0.38%
"Mar 06, 2017","23,581.00","23,543.00","23,689.00","23,532.00",78.86K,0.13%
"Mar 03, 2017","23,550.00","23,635.00","23,705.00","23,486.00",91.47K,-0.38%
"Mar 02, 2017","23,639.00","23,803.00","24,087.00","23,638.00",112.53K,-0.64%
"Mar 01, 2017","23,792.00","23,740.00","23,854.00","23,735.00",83.28K,0.21%
"Feb 28, 2017","23,742.00","23,928.00","24,011.00","23,725.00",102.41K,-0.84%
"Feb 27, 2017","23,942.00","23,994.00","24,057.00","23,845.00",21.34K,-0.27%
"Feb 24, 2017","24,007.00","24,138.00","24,188.00","23,967.00",112.52K,-0.53%
"Feb 23, 2017","24,136.00","24,128.00","24,214.00","24,032.00",157.88K,0.03%
"Feb 22, 2017","24,128.00","23,920.00","24,128.00","23,916.00",131.75K,0.95%
"Feb 21, 2017","23,902.00","24,119.00","24,167.00","23,890.00",108.68K,-0.90%
"Feb 20, 2017","24,120.00","23,989.00","24,168.00","23,917.00",91.48K,0.51%
"Feb 17, 2017","23,997.00","24,054.00","24,078.00","23,925.00",82.31K,-0.25%
"Feb 16, 2017","24,058.00","23,964.00","24,090.00","23,911.00",85.10K,0.37%
"Feb 15, 2017","23,969.00","23,650.00","23,998.00","23,596.00",99.65K,1.33%
"Feb 14, 2017","23,654.00","23,614.00","23,679.00","23,560.00",73.23K,0.16%
"Feb 13, 2017","23,616.00","23,530.00","23,672.00","23,501.00",75.85K,0.38%
"Feb 10, 2017","23,527.00","23,422.00","23,666.00","23,422.00",72.79K,0.41%
"Feb 09, 2017","23,432.00","23,436.00","23,555.00","23,332.00",87.58K,0.03%
"Feb 08, 2017","23,426.00","23,263.00","23,473.00","23,091.00",96.23K,0.71%
"Feb 07, 2017","23,261.00","23,265.00","23,342.00","23,167.00",67.93K,0.05%
"Feb 06, 2017","23,250.00","23,035.00","23,298.00","23,023.00",76.91K,0.97%
"Feb 03, 2017","23,026.00","23,105.00","23,205.00","22,914.00",67.50K,-0.44%
"Feb 02, 2017","23,127.00","23,319.00","23,422.00","23,048.00",72.53K,-0.82%
"Feb 01, 2017","23,319.00","23,200.00","23,332.00","23,028.00",66.25K,-0.06%
"Jan 27, 2017","23,332.00","23,362.00","23,377.00","23,236.00",33.04K,-0.07%
"Jan 26, 2017","23,349.00","23,050.00","23,372.00","23,048.00",16.11K,1.30%
"Jan 25, 2017","23,049.00","22,935.00","23,080.00","22,923.00",85.58K,0.52%
"Jan 24, 2017","22,929.00","22,897.00","22,998.00","22,877.00",137.31K,0.14%
"Jan 23, 2017","22,898.00","22,936.00","23,104.00","22,853.00",128.18K,-0.13%
"Jan 20, 2017","22,928.00","23,041.00","23,058.00","22,864.00",79.98K,-0.54%
"Jan 19, 2017","23,052.00","23,132.00","23,157.00","22,956.00",75.59K,-0.31%
"Jan 18, 2017","23,123.00","22,857.00","23,187.00","22,843.00",86.43K,1.18%
"Jan 17, 2017","22,854.00","22,760.00","22,875.00","22,731.00",66.60K,0.40%
"Jan 16, 2017","22,764.00","22,967.00","22,985.00","22,671.00",81.76K,-0.89%
"Jan 13, 2017","22,969.00","22,878.00","22,998.00","22,823.00",72.11K,0.38%
"Jan 12, 2017","22,882.00","22,972.00","23,012.00","22,786.00",91.66K,-0.40%
"Jan 11, 2017","22,974.00","22,735.00","22,978.00","22,720.00",89.66K,1.03%
"Jan 10, 2017","22,739.00","22,573.00","22,744.00","22,517.00",82.68K,0.74%
"Jan 09, 2017","22,573.00","22,531.00","22,637.00","22,471.00",80.47K,0.19%
"Jan 06, 2017","22,531.00","22,480.00","22,625.00","22,461.00",76.53K,0.21%
"Jan 05, 2017","22,484.00","22,100.00","22,494.00","22,079.00",86.44K,1.74%
"Jan 04, 2017","22,099.00","22,138.00","22,233.00","22,058.00",77.44K,-0.12%
"Jan 03, 2017","22,125.00","21,965.00","22,195.00","21,863.00",78.68K,0.73%
"Dec 30, 2016","21,964.00","21,783.00","22,056.00","21,766.00",74.24K,1.10%
"Dec 29, 2016","21,725.00","21,723.00","21,744.00","21,499.00",15.78K,0.02%
"Dec 28, 2016","21,721.00","21,540.00","21,790.00","21,477.00",102.61K,0.85%
"Dec 23, 2016","21,538.00","21,616.00","21,666.00","21,477.00",128.27K,-0.36%
"Dec 22, 2016","21,615.00","21,839.00","21,852.00","21,591.00",105.51K,-1.03%
"Dec 21, 2016","21,839.00","21,710.00","21,927.00","21,709.00",92.38K,0.62%
"Dec 20, 2016","21,704.00","21,855.00","21,875.00","21,662.00",93.03K,-0.70%
"Dec 19, 2016","21,856.00","21,951.00","22,007.00","21,781.00",88.16K,-0.43%
"Dec 16, 2016","21,951.00","22,093.00","22,136.00","21,922.00",94.29K,-0.65%
"Dec 15, 2016","22,095.00","22,488.00","22,520.00","21,981.00",122.26K,-1.74%
"Dec 14, 2016","22,487.00","22,456.00","22,648.00","22,450.00",80.53K,0.13%
"Dec 13, 2016","22,458.00","22,375.00","22,474.00","22,283.00",94.56K,0.31%
"Dec 12, 2016","22,388.00","22,733.00","22,882.00","22,355.00",119.18K,-1.57%
"Dec 09, 2016","22,744.00","22,818.00","22,888.00","22,679.00",90.44K,-0.41%
"Dec 08, 2016","22,837.00","22,814.00","23,146.00","22,808.00",88.78K,0.19%
"Dec 07, 2016","22,794.00","22,707.00","22,852.00","22,705.00",69.97K,0.39%
"Dec 06, 2016","22,705.00","22,596.00","22,796.00","22,564.00",81.73K,0.55%
"Dec 05, 2016","22,580.00","22,555.00","22,710.00","22,375.00",106.92K,0.02%
"Dec 02, 2016","22,575.00","22,891.00","22,908.00","22,532.00",90.47K,-1.39%
"Dec 01, 2016","22,893.00","22,829.00","23,018.00","22,792.00",92.55K,0.31%
"Nov 30, 2016","22,822.00","22,799.00","22,929.00","22,733.00",90.67K,0.12%
"Nov 29, 2016","22,795.00","22,777.00","22,834.00","22,690.00",16.58K,0.05%
"Nov 28, 2016","22,784.00","22,731.00","22,978.00","22,691.00",125.03K,0.24%
"Nov 25, 2016","22,730.00","22,608.00","22,788.00","22,560.00",143.12K,0.55%
"Nov 24, 2016","22,605.00","22,708.00","22,719.00","22,467.00",138.04K,-0.49%
"Nov 23, 2016","22,716.00","22,660.00","22,819.00","22,626.00",108.63K,0.20%
"Nov 22, 2016","22,670.00","22,340.00","22,733.00","22,276.00",103.62K,1.45%
"Nov 21, 2016","22,346.00","22,302.00","22,486.00","22,206.00",100.20K,0.06%
"Nov 18, 2016","22,332.00","22,262.00","22,364.00","22,115.00",101.85K,0.37%
"Nov 17, 2016","22,249.00","22,203.00","22,367.00","22,076.00",104.83K,0.16%
"Nov 16, 2016","22,213.00","22,329.00","22,485.00","22,189.00",88.57K,-0.52%
"Nov 15, 2016","22,328.00","22,269.00","22,412.00","22,112.00",98.55K,0.22%
"Nov 14, 2016","22,279.00","22,488.00","22,488.00","22,101.00",112.64K,-0.93%
"Nov 11, 2016","22,489.00","22,880.00","22,942.00","22,432.00",123.37K,-1.93%
"Nov 10, 2016","22,932.00","22,427.00","22,940.00","22,400.00",113.84K,2.36%
"Nov 09, 2016","22,403.00","22,931.00","23,152.00","21,904.00",241.92K,-2.29%
"Nov 08, 2016","22,929.00","22,798.00","22,998.00","22,798.00",97.46K,0.63%
"Nov 07, 2016","22,785.00","22,605.00","22,875.00","22,454.00",99.46K,0.77%
"Nov 04, 2016","22,612.00","22,720.00","22,788.00","22,580.00",83.98K,-0.48%
"Nov 03, 2016","22,721.00","22,792.00","22,859.00","22,653.00",111.71K,-0.29%
"Nov 02, 2016","22,788.00","23,211.00","23,211.00","22,765.00",99.57K,-1.88%
"Nov 01, 2016","23,225.00","22,903.00","23,286.00","22,848.00",116.50K,1.40%
"Oct 31, 2016","22,905.00","22,924.00","23,054.00","22,707.00",112.22K,-0.45%
"Oct 28, 2016","23,009.00","23,111.00","23,197.00","23,001.00",19.28K,-0.58%
"Oct 27, 2016","23,144.00","23,297.00","23,389.00","22,980.00",118.38K,-0.73%
"Oct 26, 2016","23,314.00","23,614.00","23,622.00","23,288.00",165.01K,-1.27%
"Oct 25, 2016","23,614.00","23,611.00","23,653.00","23,497.00",131.51K,0.00%
"Oct 24, 2016","23,613.00","23,355.00","23,642.00","23,218.00",143.89K,1.19%
"Oct 21, 2016","23,335.50","23,335.50","23,335.50","23,335.50",-,-0.28%
"Oct 20, 2016","23,400.00","23,280.00","23,503.00","23,258.00",93.28K,0.52%
"Oct 19, 2016","23,279.00","23,363.00","23,437.00","23,187.00",96.83K,-0.35%
"Oct 18, 2016","23,361.00","23,009.00","23,395.00","22,942.00",121.77K,1.53%
"Oct 17, 2016","23,010.00","23,225.00","23,364.00","22,923.00",114.09K,-0.87%
"Oct 14, 2016","23,213.00","22,965.00","23,318.00","22,846.00",110.71K,1.19%
"Oct 13, 2016","22,941.00","23,416.00","23,451.00","22,940.00",134.67K,-2.03%
"Oct 12, 2016","23,416.00","23,423.00","23,472.00","23,254.00",108.40K,-0.04%
"Oct 11, 2016","23,425.00","23,830.00","24,077.00","23,381.00",159.93K,-1.70%
"Oct 07, 2016","23,830.00","23,936.00","23,953.00","23,751.00",79.24K,-0.40%
"Oct 06, 2016","23,925.00","23,756.00","24,001.00","23,725.00",90.34K,0.74%
"Oct 05, 2016","23,750.00","23,682.00","23,843.00","23,508.00",101.78K,0.29%
"Oct 04, 2016","23,682.00","23,579.00","23,688.00","23,500.00",80.63K,0.42%
"Oct 03, 2016","23,584.00","23,318.00","23,732.00","23,285.00",93.31K,1.16%
"Sep 30, 2016","23,313.00","23,710.00","23,779.00","23,200.00",127.49K,-1.65%
"Sep 29, 2016","23,704.00","23,630.00","23,848.00","23,496.00",20.19K,0.27%
"Sep 28, 2016","23,641.00","23,600.00","23,658.00","23,364.00",138.94K,0.08%
"Sep 27, 2016","23,622.00","23,320.00","23,666.00","23,182.00",211.62K,1.31%
"Sep 26, 2016","23,316.00","23,684.00","23,715.00","23,289.00",147.24K,-1.54%
"Sep 23, 2016","23,680.00","23,809.00","23,986.00","23,628.00",120.76K,-0.50%
"Sep 22, 2016","23,800.00","23,646.00","24,084.00","23,614.00",135.38K,0.60%
"Sep 21, 2016","23,657.00","23,517.00","23,730.00","23,423.00",108.27K,0.63%
"Sep 20, 2016","23,509.00","23,535.00","23,584.00","23,389.00",90.07K,-0.10%
"Sep 19, 2016","23,533.00","23,370.00","23,622.00","23,333.00",111.54K,0.80%
"Sep 15, 2016","23,347.00","23,250.00","23,475.00","23,185.00",99.00K,0.41%
"Sep 14, 2016","23,252.00","23,255.00","23,380.00","23,036.00",129.66K,0.02%
"Sep 13, 2016","23,248.00","23,308.00","23,634.00","23,139.00",141.83K,-0.18%
"Sep 12, 2016","23,290.00","24,080.00","24,102.00","23,284.00",144.51K,-3.30%
"Sep 09, 2016","24,084.00","23,875.00","24,374.00","23,822.00",138.02K,0.84%
"Sep 08, 2016","23,884.00","23,669.00","23,898.00","23,640.00",83.57K,0.95%
"Sep 07, 2016","23,659.00","23,717.00","23,767.00","23,636.00",93.42K,-0.23%
"Sep 06, 2016","23,714.00","23,607.00","23,736.00","23,522.00",103.37K,0.49%
"Sep 05, 2016","23,598.00","23,215.00","23,643.00","23,211.00",107.69K,1.67%
"Sep 02, 2016","23,211.00","23,158.00","23,280.00","23,019.00",101.70K,0.14%
"Sep 01, 2016","23,178.00","22,918.00","23,178.00","22,765.00",108.83K,1.09%
"Aug 31, 2016","22,929.00","22,970.00","23,035.00","22,846.00",83.66K,-0.33%
"Aug 30, 2016","23,005.00","22,830.00","23,045.00","22,813.00",17.29K,0.79%
"Aug 29, 2016","22,824.00","22,921.00","23,133.00","22,744.00",120.15K,-0.39%
"Aug 26, 2016","22,914.00","22,808.00","22,996.00","22,787.00",152.10K,0.54%
"Aug 25, 2016","22,790.00","22,818.00","22,905.00","22,728.00",142.35K,-0.12%
"Aug 24, 2016","22,818.00","23,030.00","23,116.00","22,685.00",125.23K,-0.97%
"Aug 23, 2016","23,041.00","22,981.00","23,050.00","22,832.00",104.52K,0.34%
"Aug 22, 2016","22,963.00","22,915.00","23,018.00","22,772.00",107.92K,0.22%
"Aug 19, 2016","22,912.00","23,059.00","23,148.00","22,857.00",103.05K,-0.64%
"Aug 18, 2016","23,059.00","22,756.00","23,205.00","22,745.00",126.49K,1.41%
"Aug 17, 2016","22,739.00","22,924.00","23,148.00","22,733.00",115.86K,-0.79%
"Aug 16, 2016","22,919.00","22,927.00","23,056.00","22,831.00",101.76K,-0.03%
"Aug 15, 2016","22,926.00","22,753.00","22,981.00","22,702.00",90.18K,0.74%
"Aug 12, 2016","22,757.00","22,564.00","22,817.00","22,564.00",96.50K,0.86%
"Aug 11, 2016","22,563.00","22,422.00","22,687.00","22,322.00",115.70K,0.64%
"Aug 10, 2016","22,420.00","22,431.00","22,600.00","22,345.00",96.78K,-0.04%
"Aug 09, 2016","22,429.00","22,451.00","22,469.00","22,369.00",71.60K,-0.08%
"Aug 08, 2016","22,447.00","22,123.00","22,479.00","22,102.00",101.06K,1.46%
"Aug 05, 2016","22,123.00","21,806.00","22,171.00","21,798.00",95.97K,1.43%
"Aug 04, 2016","21,812.00","21,671.00","21,877.00","21,651.00",86.46K,0.61%
"Aug 03, 2016","21,679.00","21,780.00","21,796.00","21,670.00",91.33K,-1.99%
"Aug 01, 2016","22,120.00","21,785.00","22,245.00","21,775.00",117.12K,1.59%
"Jul 29, 2016","21,774.00","22,149.00","22,149.00","21,761.00",126.26K,-1.67%
"Jul 28, 2016","22,144.00","22,162.00","22,212.00","22,069.00",19.05K,-0.11%
"Jul 27, 2016","22,168.00","22,121.00","22,286.00","22,009.00",144.82K,0.27%
"Jul 26, 2016","22,108.00","22,049.00","22,321.00","21,868.00",183.33K,0.25%
"Jul 25, 2016","22,053.00","22,111.00","22,113.00","21,904.00",120.22K,0.28%
"Jul 22, 2016","21,992.00","21,989.00","21,999.00","21,859.00",89.11K,-0.05%
"Jul 21, 2016","22,003.00","21,895.00","22,138.00","21,876.00",104.04K,0.52%
"Jul 20, 2016","21,890.00","21,663.00","21,928.00","21,626.00",99.67K,1.02%
"Jul 19, 2016","21,670.00","21,776.00","21,802.00","21,635.00",100.41K,-0.41%
"Jul 18, 2016","21,760.00","21,718.00","21,855.00","21,613.00",120.06K,0.13%
"Jul 15, 2016","21,731.00","21,580.00","21,773.00","21,530.00",130.73K,0.67%
"Jul 14, 2016","21,586.00","21,316.00","21,597.00","21,259.00",111.74K,1.27%
"Jul 13, 2016","21,316.00","21,280.00","21,465.00","21,280.00",109.39K,0.18%
"Jul 12, 2016","21,277.00","20,871.00","21,292.00","20,830.00",122.10K,1.93%
"Jul 11, 2016","20,874.00","20,557.00","21,035.00","20,517.00",121.99K,1.53%
"Jul 08, 2016","20,559.00","20,727.00","20,747.00","20,448.00",105.55K,-0.71%
"Jul 07, 2016","20,706.00","20,494.00","20,748.00","20,310.00",118.98K,0.96%
"Jul 06, 2016","20,510.00","20,721.00","20,743.00","20,278.00",138.40K,-1.04%
"Jul 05, 2016","20,725.00","21,032.00","21,075.00","20,718.00",111.74K,-1.49%
"Jul 04, 2016","21,038.00","20,935.00","21,195.00","20,801.00",133.87K,0.43%
"Jun 30, 2016","20,947.00","20,489.00","20,958.00","20,470.00",147.55K,2.93%
"Jun 29, 2016","20,350.00","20,141.00","20,375.00","20,076.00",26.54K,0.98%
"Jun 28, 2016","20,153.00","20,113.00","20,153.00","19,640.00",151.40K,0.19%
"Jun 27, 2016","20,115.00","20,100.00","20,396.00","19,889.00",175.71K,-0.20%
"Jun 24, 2016","20,156.00","20,900.00","21,097.00","19,564.00",242.28K,-3.54%
"Jun 23, 2016","20,895.00","20,736.00","20,903.00","20,687.00",108.37K,0.73%
"Jun 22, 2016","20,743.00","20,480.00","20,788.00","20,400.00",121.29K,1.31%
"Jun 21, 2016","20,475.00","20,337.00","20,519.00","20,330.00",113.45K,0.68%
"Jun 20, 2016","20,336.00","19,981.00","20,416.00","19,916.00",118.20K,1.80%
"Jun 17, 2016","19,977.00","19,879.00","20,154.00","19,717.00",107.67K,0.53%
"Jun 16, 2016","19,871.00","20,270.00","20,334.00","19,785.00",127.62K,-1.96%
"Jun 15, 2016","20,269.00","20,166.00","20,373.00","19,900.00",137.12K,0.44%
"Jun 14, 2016","20,180.00","20,370.00","20,399.00","20,163.00",120.03K,-0.97%
"Jun 13, 2016","20,378.00","20,795.00","20,801.00","20,230.00",132.04K,-2.07%
"Jun 10, 2016","20,808.00","21,116.00","21,188.00","20,780.00",93.76K,-1.45%
"Jun 08, 2016","21,114.00","21,110.00","21,184.00","20,992.00",104.10K,0.05%
"Jun 07, 2016","21,103.00","20,776.00","21,141.00","20,770.00",107.81K,1.57%
"Jun 06, 2016","20,776.00","20,713.00","20,811.00","20,587.00",110.92K,0.31%
"Jun 03, 2016","20,711.00","20,624.00","20,835.00","20,565.00",107.10K,0.49%
"Jun 02, 2016","20,611.00","20,511.00","20,647.00","20,412.00",118.15K,0.38%
"Jun 01, 2016","20,532.00","20,481.00","20,645.00","20,408.00",116.73K,0.28%
"May 31, 2016","20,474.00","20,301.00","20,719.00","20,294.00",120.00K,-0.93%
"May 30, 2016","20,667.00","20,576.00","20,733.00","20,481.00",18.51K,0.44%
"May 27, 2016","20,577.00","20,379.00","20,643.00","20,275.00",128.29K,0.96%
"May 26, 2016","20,381.00","20,363.00","20,505.00","20,244.00",146.85K,0.10%
"May 25, 2016","20,360.00","19,868.00","20,409.00","19,844.00",166.70K,2.51%
"May 24, 2016","19,862.00","19,832.00","19,883.00","19,690.00",110.52K,0.15%
"May 23, 2016","19,833.00","19,840.00","19,937.00","19,707.00",105.71K,-0.11%
